City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
358,hokitika,-42.7167,170.9667,13.94,90,100,2.42,NZ,1681340713
359,tuatapere,-46.1333,167.6833,12.06,89,100,3.4,NZ,1681340714
360,imbituba,-28.24,-48.6703,22.85,75,9,2.84,BR,1681340715
361,snezhnogorsk,69.1933,33.2531,-9.56,99,39,2.57,RU,1681340716
362,yumen,40.2833,97.2,7.16,39,100,7.21,CN,1681340717
363,bengkulu,-3.8004,102.2655,23.62,90,86,2.0,ID,1681340718
364,fuengirola,36.54,-4.6247,21.03,49,0,8.75,ES,1681340719
365,sobolevo,54.4299,31.8996,9.32,61,100,3.98,RU,1681340720
366,merauke,-8.4667,140.3333,24.97,92,100,6.41,ID,1681340721
367,kottagudem,17.55,80.6333,28.5,41,50,1.52,IN,1681340721
368,beyneu,45.3167,55.2,20.19,36,88,9.8,KZ,1681340722
369,patamundai,20.5667,86.5667,26.05,70,0,3.02,IN,1681340722
370,salinas,36.6777,-121.6555,16.56,61,20,7.72,US,1681340254
371,caranavi,-15.8167,-67.55,19.51,95,76,0.64,BO,1681340724
372,biak,-0.9131,122.8766,25.69,81,81,0.36,ID,1681340724
373,yeppoon,-23.1333,150.7333,25.88,66,2,4.82,AU,1681340725
374,sayat,38.7839,63.8803,21.93,27,93,7.1,TM,1681340726
375,kaifeng,34.7911,114.3483,14.41,72,20,1.06,CN,1681340728
376,ponta delgada,37.7333,-25.6667,15.4,82,75,2.57,PT,1681340729
377,nizhniy baskunchak,48.2198,46.8311,16.24,33,91,11.41,RU,1681340730
378,requena,39.4883,-1.1004,15.84,56,100,4.59,ES,1681340730
379,caluquembe,-13.7833,14.6833,15.46,87,98,0.13,AO,1681340656
380,shache,38.4167,77.2406,13.86,22,49,2.24,CN,1681340732
381,fortuna,40.5982,-124.1573,11.07,63,11,5.36,US,1681340732
382,kenora,49.8167,-94.4337,18.54,27,75,5.14,CA,1681340733
383,coquimbo,-29.9533,-71.3436,17.85,77,0,3.6,CL,1681340070
384,kumano,34.3442,132.5894,10.65,48,0,1.55,JP,1681340734
385,samarai,-10.6167,150.6667,28.54,74,67,1.75,PG,1681340734
386,half moon bay,37.4636,-122.4286,17.15,58,0,10.8,US,1681340735
387,rio grande,-32.035,-52.0986,21.06,90,88,5.1,BR,1681340735
388,abeche,13.8292,20.8324,26.58,14,61,7.36,TD,1681340736
389,nyalikungu,-3.1833,33.7833,17.42,85,96,1.79,TZ,1681340736
390,vrangel,42.7297,133.0839,5.32,57,5,1.66,RU,1681340737
391,lorena,-22.7308,-45.1247,23.07,78,75,1.03,BR,1681340679
392,beira,-19.8436,34.8389,26.05,83,20,1.54,MZ,1681340738
393,luena,-11.7833,19.9167,17.15,93,97,0.52,AO,1681340739
394,richards bay,-28.783,32.0377,20.61,80,100,4.28,ZA,1681340383
395,bandarbeyla,9.4942,50.8122,27.86,76,96,2.88,SO,1681340740
396,boyle,37.6334,-84.8666,25.12,23,0,0.0,US,1681340741
397,labuhan,-6.8844,112.2051,25.7,87,100,3.08,ID,1681340741
398,bambanglipuro,-7.95,110.2833,24.81,89,99,1.22,ID,1681340742
399,mongo,12.1844,18.693,29.11,16,73,4.52,TD,1681340743
400,menomonie,44.8755,-91.9193,32.02,14,0,8.23,US,1681340549
401,plettenberg bay,-34.0527,23.3716,15.88,56,100,2.36,ZA,1681340744
402,darnah,32.767,22.6367,15.04,79,0,8.66,LY,1681340744
403,puerto madryn,-42.7692,-65.0385,9.26,49,26,6.0,AR,1681340690
404,sfantu gheorghe,45.8667,25.7833,6.07,96,100,2.42,RO,1681340745
405,honningsvag,70.9821,25.9704,0.86,51,16,6.69,NO,1681340746
406,prainha,-1.8,-53.48,26.0,79,32,1.58,BR,1681340747
407,adrasmon,40.6472,69.9856,9.24,68,14,3.95,TJ,1681340748
408,cherskiy,68.75,161.3,-19.25,91,100,2.06,RU,1681340748
409,inirida,3.8653,-67.9239,23.29,96,100,0.46,CO,1681340749
410,princeton,25.5384,-80.4089,23.0,92,100,3.6,US,1681340563
411,maroantsetra,-15.4333,49.7333,22.43,94,50,1.39,MG,1681340750
412,barreirinhas,-2.7469,-42.8264,25.8,82,95,2.82,BR,1681340750
413,ilmajoki,62.7333,22.5667,6.31,62,0,3.6,FI,1681340751
414,okhotsk,59.3833,143.3,-8.14,89,72,2.59,RU,1681340751
415,marsh harbour,26.5412,-77.0636,22.94,82,100,10.95,BS,1681340749
416,grigiskes,54.6833,25.0833,9.91,92,100,1.03,LT,1681340752
417,labytnangi,66.6572,66.4183,-24.81,89,41,2.2,RU,1681340752
418,koslan,63.4564,48.8989,-13.22,82,68,4.32,RU,1681340753
419,vila velha,-20.3297,-40.2925,24.97,88,20,0.51,BR,1681340641
420,paris,48.8534,2.3488,8.76,79,100,7.72,FR,1681340155
421,manadhoo,5.7667,73.3833,28.67,73,14,4.27,MV,1681340754
422,sur,22.5667,59.5289,27.87,57,22,3.17,OM,1681340755
423,goedereede,51.8175,3.9806,7.25,83,88,3.13,NL,1681340755
424,bethel,41.3712,-73.414,26.46,31,17,3.22,US,1681340562
425,port-gentil,-0.7193,8.7815,27.03,80,92,0.47,GA,1681340756
426,el alto,-4.2714,-81.2147,26.81,77,100,1.95,PE,1681340756
427,bodden town,19.2833,-81.25,29.0,68,20,2.06,KY,1681340757
428,french harbor,16.35,-86.4333,28.0,77,20,3.09,HN,1681340758
429,aksarka,66.5606,67.7975,-23.6,95,54,1.88,RU,1681340758
430,halifax,44.6453,-63.5724,8.6,66,95,11.83,CA,1681340519
431,vyshhorod,50.5848,30.4898,9.41,95,100,3.22,UA,1681340759
432,puerto leguizamo,-0.1934,-74.7819,25.5,88,86,0.64,CO,1681340760
433,sorland,67.667,12.6934,5.92,83,100,7.91,NO,1681340760
434,kualakapuas,-3.0091,114.3876,23.96,96,61,0.71,ID,1681340761
435,maniitsoq,65.4167,-52.9,-2.39,85,21,3.91,GL,1681340762
436,kutum,14.2,24.6667,20.1,20,91,5.57,SD,1681340762
437,spirit river,55.7833,-118.8361,8.24,36,64,3.85,CA,1681340763
438,jambi,-1.6,103.6167,23.08,98,95,0.7,ID,1681340653
439,valdivia,-39.8142,-73.2459,21.05,75,87,1.19,CL,1681340340
440,pedernales,18.0384,-71.744,26.79,77,45,2.26,DO,1681340764
441,katsuura,35.1333,140.3,14.03,58,89,7.02,JP,1681340765
442,lazaro cardenas,17.9583,-102.2,28.64,53,55,4.84,MX,1681340766
443,lethem,3.3803,-59.7968,30.96,46,93,5.21,GY,1681340766
444,ballina,-28.8667,153.5667,23.77,46,14,6.12,AU,1681340494
445,sydney,-33.8679,151.2073,17.95,78,75,5.14,AU,1681340460
446,najran,17.4924,44.1277,24.36,49,21,2.0,SA,1681340768
447,clarence town,-32.5833,151.7833,18.97,80,76,2.86,AU,1681340769
448,padilla,3.2204,-76.3139,28.76,87,90,0.23,CO,1681340769
449,sakaraha,-22.9,44.5333,19.67,86,100,1.77,MG,1681340770
450,lusambo,-4.9667,23.45,20.54,98,100,1.04,CD,1681340772
451,niquero,20.0431,-77.5828,27.19,69,6,3.48,CU,1681340773
452,port keats,-14.25,129.55,26.16,88,100,2.58,AU,1681340774
453,buchanan,5.8808,-10.0467,27.6,82,72,4.03,LR,1681340775
454,andros town,24.7,-77.7667,22.98,77,82,7.27,BS,1681340594
455,madang,-5.2246,145.7966,26.81,79,81,1.64,PG,1681340776
456,vangaindrano,-23.35,47.6,22.1,92,100,1.38,MG,1681340591
457,quatre cocos,-20.2078,57.7625,24.06,83,53,2.63,MU,1681340777
458,sisimiut,66.9395,-53.6735,-5.86,91,84,3.85,GL,1681340778
459,muroto,33.2833,134.15,14.47,63,1,2.3,JP,1681340778
460,cabedelo,-6.9811,-34.8339,26.37,83,50,5.85,BR,1681340738
461,ciudad bolivar,8.1222,-63.5497,34.3,28,66,4.3,VE,1681340779
462,leningradskiy,69.3833,178.4167,-17.1,89,98,2.42,RU,1681340780
463,lufilufi,-13.8745,-171.5986,29.88,72,8,1.32,WS,1681340780
464,muzhi,65.3667,64.6667,-25.11,93,8,1.66,RU,1681340781
465,boffa,10.1667,-14.0333,26.39,76,100,2.64,GN,1681340782
466,mbuji-mayi,-6.15,23.6,21.19,92,100,1.41,CD,1681340782
467,anchorage,61.2181,-149.9003,5.44,62,100,7.2,US,1681340584
468,north bend,43.4065,-124.2243,11.62,66,40,4.12,US,1681340784
469,havoysund,70.9963,24.6622,1.13,74,17,7.77,NO,1681340784
470,nizhnyaya omka,55.4338,74.9426,1.86,92,64,4.42,RU,1681340785
471,bonthe,7.5264,-12.505,26.9,83,26,4.49,SL,1681340786
472,copperas cove,31.1241,-97.9031,24.64,41,75,4.63,US,1681340772
473,lavrentiya,65.5833,-171.0,-13.86,79,74,1.79,RU,1681340787
474,siocon,7.7061,122.1353,26.25,78,3,0.52,PH,1681340788
475,galveston,29.3669,-94.9669,22.98,66,75,7.2,US,1681340735
476,hered,47.7064,19.6331,8.76,72,87,1.14,HU,1681340789
477,durusu,41.3053,28.6767,11.1,88,72,2.24,TR,1681340789
478,brae,60.3964,-1.353,5.72,86,38,6.03,GB,1681340790
479,kahului,20.8947,-156.47,29.01,57,20,9.77,US,1681340653
480,ilo,-17.6394,-71.3375,21.27,80,99,2.25,PE,1681340791
481,kaeo,-35.1,173.7833,18.51,98,38,3.16,NZ,1681340792
482,sanchursk,56.9413,47.2499,6.64,57,14,2.26,RU,1681340792
483,tomino,41.9877,-8.755,11.77,79,51,1.63,ES,1681340793
484,corn island,12.1694,-83.0418,26.77,78,12,6.05,NI,1681340794
485,la grande,45.3246,-118.0877,6.11,64,100,4.04,US,1681340794
486,erenhot,43.6475,111.9767,8.91,23,100,3.73,CN,1681340795
487,noyon,49.5833,3.0,7.36,83,69,10.05,FR,1681340796
488,bandar,2.05,99.75,22.84,95,66,0.99,ID,1681340796
489,olinda,-8.0089,-34.8553,27.85,74,40,5.14,BR,1681340796
490,atasu,48.6814,71.6433,6.16,40,95,2.36,KZ,1681340797
491,nioaque,-21.1353,-55.83,23.38,90,12,1.43,BR,1681340798
492,kathmandu,27.7167,85.3167,16.58,60,20,1.03,NP,1681340428
493,cabul-an,10.15,124.05,26.05,83,40,0.0,PH,1681340799
494,nabire,-3.3667,135.4833,26.56,74,56,0.93,ID,1681340799
495,hohhot,40.8106,111.6522,4.16,70,69,3.0,CN,1681340800
496,la macarena,2.1837,-73.7849,25.19,90,97,1.29,CO,1681340800
497,pareora,-44.4871,171.2132,13.4,87,100,5.29,NZ,1681340801
498,kars,40.602,43.095,2.25,93,75,3.09,TR,1681340802
499,taksimo,56.3444,114.8794,-4.82,84,99,0.82,RU,1681340802
500,austin,30.2672,-97.7431,26.69,45,40,3.6,US,1681340573
501,certesti,46.0167,27.6167,6.12,87,59,3.88,RO,1681340803
502,umm lajj,25.0213,37.2685,19.7,40,0,4.9,SA,1681340803
503,high prairie,55.4334,-116.4858,8.19,42,65,4.86,CA,1681340804
504,katherine,-14.4667,132.2667,27.18,83,94,0.0,AU,1681340804
505,oussouye,12.485,-16.5469,23.7,68,92,4.18,SN,1681340805
506,kalagarh,29.5,78.75,22.6,25,48,1.62,IN,1681340805
507,beirut,33.8889,35.4944,14.41,67,75,10.8,LB,1681340806
508,tres arroyos,-38.3739,-60.2798,11.75,55,59,6.13,AR,1681340806
509,santa isabel do rio negro,-0.4139,-65.0192,24.11,98,100,1.17,BR,1681340808
510,glushkovo,51.3392,34.6328,9.6,67,100,5.93,RU,1681340809
511,makakilo city,21.3469,-158.0858,28.18,59,20,8.75,US,1681340810
512,ixtapa,20.7,-105.2,25.57,65,75,5.14,MX,1681340810
513,pavlohrad,48.5167,35.8667,10.68,93,100,2.07,UA,1681340811
514,majene,-3.5403,118.9707,26.35,82,96,1.32,ID,1681340811
515,alappuzha,9.49,76.3264,26.78,83,0,1.42,IN,1681340812
516,komsomolskiy,40.4272,71.7189,12.4,82,92,3.09,UZ,1681340812
517,panalingaan,8.7842,117.4231,26.34,80,25,1.04,PH,1681340813
518,bar harbor,44.3876,-68.2039,12.17,43,0,4.63,US,1681340634
519,schwerin,53.6294,11.4132,8.17,95,99,2.68,DE,1681340674
520,cap malheureux,-19.9842,57.6142,24.15,88,52,3.47,MU,1681340814
521,sakakah,29.9697,40.2064,13.1,52,0,9.16,SA,1681340814
522,charleston,32.7766,-79.9309,23.09,49,0,4.63,US,1681340665
523,ulladulla,-35.35,150.4667,15.43,79,98,6.06,AU,1681340816
524,alto araguaia,-17.3147,-53.2153,21.73,84,34,0.54,BR,1681340817
525,ossora,59.2353,163.0719,-11.21,68,30,0.89,RU,1681340818
526,bud,39.447,-86.1758,25.97,56,5,3.86,US,1681340818
527,sa kaeo,13.75,102.3333,26.94,84,84,2.9,TH,1681340818
528,dargaville,-35.9333,173.8833,21.18,67,32,1.78,NZ,1681340819
529,ormara,25.2088,64.6357,25.7,73,46,7.16,PK,1681340820
530,krasnoselkup,65.7,82.4667,-26.71,98,86,3.99,RU,1681340820
531,giyani,-23.3025,30.7187,18.04,73,2,1.87,ZA,1681340821
532,kuliyapitiya,7.4688,80.0401,26.82,92,98,1.13,LK,1681340821
533,obertyn,48.7003,25.1701,6.69,90,97,3.65,UA,1681340822
534,puerto rico,-26.796,-55.024,22.65,51,28,0.52,AR,1681340822
535,albufeira,37.0882,-8.2503,15.91,80,86,6.29,PT,1681340823
536,jurm,36.8648,70.8342,13.12,39,11,2.46,AF,1681340824
537,dickinson,29.4608,-95.0513,22.97,72,75,3.6,US,1681340824
538,vagur,61.4732,-6.8119,6.5,78,87,8.88,FO,1681340826
539,savannah bight,16.45,-85.85,26.62,69,1,4.32,HN,1681340827
540,gornopravdinsk,60.05,69.9,-3.74,96,100,2.32,RU,1681340828
541,sesheke,-17.4759,24.2968,20.67,41,23,1.88,ZM,1681340828
542,iqaluit,63.7506,-68.5145,-7.57,95,100,1.84,CA,1681340829
543,stokmarknes,68.5646,14.9108,7.98,70,100,3.09,NO,1681340829
